Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
60,soc-firm-hi-tech_net60,-0.22535,-1.73701,-2.56929,-1.14939,-1.37534,-2.36718,-1.49959,-2.20477,-3.15555,-0.892763,-0.594366,-1.28716,-1.08105,-1.26947,-1.16719,-2.08949,-1.28256,-1.36921,-2.29736,-1.5807,-2.6889,-1.76512,-2.55349,-2.05371,-1.97946,-2.64847,-2.35229,-3.00065,-3.12559,-4.30168,12.356,7.5734,8.3871,1.0918779,0.879290895,0.923611821
61,soc-firm-hi-tech_net61,-0.20013,-1.60445,-2.62958,-1.12328,-1.39052,-2.17783,-1.40792,-2.25246,-3.18774,-0.917507,-0.630508,-1.30736,-1.02247,-1.27311,-1.14151,-2.14332,-1.28548,-1.43362,-2.1227,-1.57495,-2.74538,-1.66922,-2.69962,-2.09486,-2.06113,-2.48877,-2.45042,-3.09756,-3.34744,-4.30168,12.615,7.5814,8.5224,1.100887255,0.879749411,0.930561914
62,soc-firm-hi-tech_net62,-0.2031,-1.67432,-2.55349,-1.15185,-1.34744,-2.29308,-1.46095,-2.15555,-3.00065,-0.90916,-0.622344,-1.28132,-1.07585,-1.23164,-1.14878,-2.26826,-1.25441,-1.40131,-2.08949,-1.5481,-2.6889,-1.77148,-2.69962,-2.11416,-1.95338,-2.50234,-2.45042,-3.04641,-3.30168,-4.30168,12.897,7.5952,8.6242,1.1104887,0.880539214,0.935718819
63,soc-firm-hi-tech_net63,-0.18159,-1.73701,-2.54581,-1.17947,-1.41973,-2.26425,-1.45349,-2.22613,-3.04641,-0.892763,-0.605674,-1.32032,-1.05371,-1.28091,-1.14695,-2.09756,-1.29951,-1.35278,-2.09486,-1.53825,-2.78317,-1.73231,-2.47561,-2.14031,-1.91607,-2.55349,-2.33789,-3.2225,-3.18774,-3.52353,14.709,7.6571,9.3167,1.167583148,0.884064319,0.969262111
64,soc-firm-hi-tech_net64,-0.17343,-1.68468,-2.56929,-1.18045,-1.41238,-2.28465,-1.42144,-2.16496,-3.07123,-0.931168,-0.628844,-1.36166,-1.05444,-1.20616,-1.12443,-2.19447,-1.28215,-1.36617,-2.00721,-1.50511,-2.50929,-1.62774,-2.4955,-2.24478,-1.88838,-2.31941,-2.58568,-2.97946,-3.60271,-4.30168,14.695,7.6553,9.3476,1.16716959,0.883962215,0.97070012
65,soc-firm-hi-tech_net65,-0.28172,-1.61863,-2.56929,-1.15185,-1.30692,-2.11416,-1.54504,-2.46283,-3.52353,-0.941466,-0.602103,-1.13495,-1.10856,-1.34503,-1.19244,-2.11984,-1.13025,-1.47109,-2.25246,-1.69315,-2.2335,-1.61773,-2.79653,-2.57741,-2.20826,-2.2723,-3.30168,-3.18774,-3.60271,-4.30168,10.849,7.4982,7.7818,1.035389709,0.87495702,0.891080065
66,soc-firm-hi-tech_net66,-0.21051,-1.59925,-2.33789,-1.15092,-1.41014,-2.28884,-1.38681,-2.09756,-3.15555,-0.906355,-0.65567,-1.31312,-1.06615,-1.1821,-1.11079,-2.06113,-1.36819,-1.39481,-2.01612,-1.47951,-2.95926,-1.77924,-2.63892,-2.06615,-1.91787,-2.43836,-2.57741,-3.12559,-3.15555,-4.30168,13.41,7.6145,8.8252,1.127428778,0.881641391,0.945724556
67,soc-firm-hi-tech_net67,-0.22016,-1.59072,-2.69962,-1.17167,-1.35425,-2.12559,-1.62316,-2.43836,-3.60271,-0.975755,-0.558093,-1.18012,-1.11727,-1.45845,-1.18574,-2.05126,-1.05518,-1.4861,-2.53083,-1.65137,-2.2723,-1.62774,-2.52353,-3.2225,-2.09217,-2.42662,-3.34744,-2.97946,-4.30168,-4.30168,11.861,7.5482,8.2734,1.074121306,0.877843399,0.917684022
68,soc-firm-hi-tech_net68,-0.056233,-1.60271,-2.55349,-1.1596,-1.37329,-2.14634,-1.53157,-2.14939,-3.09756,-0.858261,-0.606199,-1.32994,-1.17006,-1.38681,-1.26465,-2.19109,-1.12879,-1.37792,-2.31941,-1.57333,-2.2225,-1.74659,-2.14031,-2.13436,-1.97535,-2.14634,-2.14939,-2.92147,-2.85452,-3.82456,39.225,7.9433,15.478,1.593562952,0.900000965,1.189714842
69,soc-firm-hi-tech_net69,-0.1534,-1.64272,-2.56132,-1.14001,-1.35523,-2.35229,-1.4679,-2.08949,-3.18774,-0.936755,-0.622071,-1.27027,-1.1011,-1.2548,-1.15835,-2.07379,-1.26425,-1.34647,-2.28049,-1.4597,-2.55349,-1.78317,-2.3826,-2.3826,-1.89856,-2.38787,-2.40405,-2.79653,-3.26029,-4.30168,16.608,7.7056,10.041,1.220317336,0.886806461,1.001776967
70,soc-firm-hi-tech_net70,-0.097029,-1.5807,-2.47561,-1.12443,-1.37022,-2.20826,-1.41463,-2.02293,-3.15555,-0.94738,-0.634135,-1.34264,-1.09838,-1.23647,-1.15277,-2.01838,-1.26866,-1.37329,-2.23722,-1.50096,-2.45042,-1.75514,-2.59411,-2.13436,-1.90548,-2.31941,-2.28465,-2.87032,-2.90374,-4.30168,23.95,7.8252,12.236,1.379305518,0.893495446,1.087639468
71,soc-firm-hi-tech_net71,-0.20161,-1.66922,-2.56132,-1.16149,-1.37226,-2.36216,-1.46726,-2.11135,-3.26029,-0.9262,-0.594026,-1.28884,-1.09351,-1.26585,-1.18177,-2.09486,-1.26745,-1.34121,-2.30605,-1.54963,-2.63892,-1.77534,-2.46917,-2.15555,-1.88671,-2.47561,-2.34744,-3.00065,-3.45658,-4.30168,14.417,7.6501,9.1932,1.158874898,0.883667112,0.963466708
72,soc-firm-hi-tech_net72,-0.34922,-1.67329,-2.69962,-1.16942,-1.33601,-2.3332,-1.53009,-2.40405,-3.52353,-0.871283,-0.602364,-1.18975,-1.12414,-1.26987,-1.13025,-1.9774,-1.2171,-1.52281,-2.18441,-1.59496,-2.47561,-1.69423,-2.97946,-2.48214,-2.2225,-2.54581,-2.69962,-3.18774,-4.00065,-4.30168,9.3667,7.3986,7.0364,0.971586611,0.869149548,0.84735052
73,soc-firm-hi-tech_net73,-0.00060317,-1.65235,-2.42662,-1.13971,-1.43128,-2.26029,-1.37844,-1.95143,-3.07123,-0.920746,-0.692193,-1.43304,-1.05199,-1.23985,-1.1736,-2.34744,-1.35572,-1.2225,-2.17783,-1.39481,-2.65823,-1.77534,-2.16496,-2.06363,-1.62316,-2.31491,-2.11984,-2.56929,-2.54581,-4.30168,51.059,7.9927,17.413,1.708072305,0.902693512,1.2408736
74,soc-firm-hi-tech_net74,-0.13931,-1.61237,-2.46917,-1.12472,-1.33884,-2.19447,-1.47302,-2.24478,-3.15555,-0.925835,-0.621074,-1.28008,-1.11079,-1.30736,-1.15524,-2.03217,-1.20616,-1.38946,-2.40405,-1.57987,-2.3572,-1.7018,-2.42662,-2.03923,-2.03686,-2.50929,-2.45042,-2.90374,-3.04641,-3.82456,17.285,7.7201,10.291,1.237669384,0.887622926,1.012457578
75,soc-firm-hi-tech_net75,-0.18233,-1.7095,-2.60271,-1.19788,-1.37226,-2.22613,-1.41859,-2.19788,-3.09756,-0.93638,-0.647986,-1.28674,-0.992477,-1.31896,-1.14001,-2.17458,-1.21925,-1.34647,-2.11699,-1.56768,-2.44435,-1.65137,-2.62044,-2.06868,-1.96322,-2.27638,-2.28465,-3.12559,-3.26029,-4.00065,14.767,7.6584,9.3699,1.169292275,0.884138046,0.971734956
76,soc-firm-hi-tech_net76,-0.15637,-1.71848,-2.61148,-1.16528,-1.44798,-2.41519,-1.41973,-2.18111,-3.18774,-0.937881,-0.674725,-1.34889,-1.00065,-1.1749,-1.072,-2.18441,-1.40959,-1.31268,-1.84078,-1.45103,-2.78317,-1.69423,-2.85452,-1.97535,-1.85764,-2.3932,-2.28465,-3.39859,-3.09756,-4.00065,15.669,7.6819,9.6956,1.195041281,0.885468649,0.98657469
77,soc-firm-hi-tech_net77,-0.040657,-1.67329,-2.32855,-1.15431,-1.41294,-2.31045,-1.35132,-1.88504,-2.95926,-0.939764,-0.678639,-1.48148,-1.05199,-1.24174,-1.13971,-2.19109,-1.42662,-1.21461,-1.90548,-1.37073,-2.79653,-1.86393,-2.38787,-2.09217,-1.62499,-2.43245,-2.17783,-2.55349,-2.81032,-4.30168,28.776,7.8715,13.437,1.459030425,0.8960575,1.128302317
78,soc-firm-hi-tech_net78,-0.23351,-1.74901,-2.63892,-1.15617,-1.34503,-2.26425,-1.46726,-2.15555,-3.60271,-0.966223,-0.583927,-1.20338,-1.09892,-1.27843,-1.12849,-2.11135,-1.26585,-1.39968,-2.28049,-1.55117,-2.65823,-1.74417,-2.64847,-2.34264,-1.94185,-2.52353,-2.62958,-3.09756,-3.52353,-4.30168,11.89,7.5518,8.2159,1.075181855,0.87805048,0.914655145
79,soc-firm-hi-tech_net79,-0.28172,-1.70618,-2.57741,-1.15586,-1.34026,-2.25246,-1.50028,-2.30605,-3.45658,-0.935258,-0.573814,-1.19959,-1.10357,-1.3176,-1.1618,-2.02752,-1.16974,-1.49145,-2.23722,-1.62407,-2.48214,-1.74417,-2.78317,-2.53083,-2.14332,-2.43836,-2.85452,-3.15555,-4.00065,-4.30168,10.228,7.4588,7.4755,1.009790719,0.872668962,0.873640246
80,soc-firm-hi-tech_net80,-0.20532,-1.61237,-2.51635,-1.16464,-1.41745,-2.3332,-1.43362,-2.20826,-3.15555,-0.925469,-0.629676,-1.34647,-1.00524,-1.25169,-1.12386,-2.16496,-1.31851,-1.35967,-2.05126,-1.55194,-2.83928,-1.69315,-2.83928,-2.07379,-1.91075,-2.30605,-2.3826,-3.69962,-3.39859,-4.30168,12.527,7.5784,8.4749,1.097847077,0.879577524,0.928134582
81,soc-firm-hi-tech_net81,-0.26021,-1.61326,-2.65823,-1.12849,-1.33931,-2.14634,-1.57171,-2.36216,-3.45658,-0.924922,-0.55872,-1.16878,-1.23797,-1.35034,-1.23647,-1.94375,-1.09351,-1.53676,-2.61148,-1.58987,-2.36216,-1.78054,-2.63892,-2.59411,-2.06113,-2.31045,-2.82456,-3.02293,-3.69962,-4.30168,12.08,7.5631,8.3115,1.082066934,0.878699843,0.919679409
82,soc-firm-hi-tech_net82,-0.14227,-1.66319,-2.56132,-1.15524,-1.41575,-2.25246,-1.47951,-2.07123,-3.39859,-0.936006,-0.617644,-1.28716,-1.09297,-1.25363,-1.13822,-2.23722,-1.25753,-1.31625,-2.1618,-1.4881,-2.54581,-1.71962,-2.50234,-2.36718,-1.8438,-2.35229,-2.53083,-2.81032,-3.60271,-4.30168,15.746,7.6825,9.7602,1.197170247,0.885502569,0.989458717
83,soc-firm-hi-tech_net83,-0.14376,-1.61237,-2.3572,-1.14422,-1.36216,-2.26826,-1.42431,-2.07896,-3.52353,-0.938257,-0.617105,-1.3518,-1.12849,-1.22906,-1.16338,-2.24098,-1.27597,-1.30869,-2.15246,-1.4828,-2.58568,-1.81596,-2.26425,-2.53825,-1.7478,-2.44435,-2.59411,-2.53825,-4.00065,-4.30168,16.436,7.7012,9.9674,1.215796133,0.886558402,0.998581887
84,soc-firm-hi-tech_net84,-0.15637,-1.65724,-2.62044,-1.17199,-1.3436,-2.15246,-1.44616,-2.27638,-3.52353,-0.992477,-0.634789,-1.22504,-1.06063,-1.32032,-1.13348,-2.02293,-1.16306,-1.41575,-2.16814,-1.55117,-2.34744,-1.53975,-2.53825,-2.50929,-1.90374,-2.20477,-2.67843,-2.88671,-4.30168,-4.30168,16.307,7.6982,9.9897,1.212374071,0.88638919,0.999552446
85,soc-firm-hi-tech_net85,-0.18455,-1.63144,-2.47561,-1.15742,-1.38946,-2.44435,-1.38734,-2.05864,-3.15555,-0.910569,-0.639679,-1.37124,-1.01883,-1.21178,-1.15555,-2.14031,-1.38365,-1.31851,-2.06868,-1.47109,-2.92147,-1.78581,-2.63892,-2.20477,-1.87355,-2.53825,-2.3332,-3.04641,-3.60271,-4.30168,13.395,7.6117,8.8278,1.126942718,0.881481663,0.945852485
86,soc-firm-hi-tech_net86,-0.085161,-1.75023,-2.57741,-1.16117,-1.36116,-2.21178,-1.42836,-2.15555,-3.39859,-0.989715,-0.648951,-1.32533,-1.05175,-1.26786,-1.11219,-2.31941,-1.21603,-1.25793,-2.14634,-1.49212,-2.26425,-1.71173,-2.44435,-2.1618,-1.79789,-2.31941,-2.43245,-2.78317,-3.26029,-4.30168,19.351,7.7574,10.986,1.286703413,0.889716186,1.040839595
87,soc-firm-hi-tech_net87,-0.25799,-1.75637,-2.75761,-1.14332,-1.3484,-2.25246,-1.48214,-2.30168,-3.34744,-0.961832,-0.596759,-1.22214,-1.08105,-1.27884,-1.11444,-2.11135,-1.16528,-1.44737,-2.16814,-1.69209,-2.37226,-1.62225,-3.09756,-2.38787,-2.14031,-2.39859,-2.7702,-3.45658,-3.82456,-4.30168,11.181,7.5172,7.9108,1.048480647,0.876056105,0.898220405
88,soc-firm-hi-tech_net88,-0.21274,-1.6361,-2.45042,-1.19075,-1.30692,-2.16496,-1.43362,-2.14939,-3.34744,-0.932465,-0.665293,-1.23164,-1.10744,-1.30081,-1.11642,-2.24098,-1.18474,-1.29693,-2.11416,-1.57414,-2.36718,-1.68468,-2.47561,-2.51635,-1.87844,-2.17135,-2.62044,-2.66821,-3.52353,-4.30168,15.324,7.6775,9.5351,1.185372143,0.885219825,0.979325252
89,soc-firm-hi-tech_net89,-0.1853,-1.6662,-2.50234,-1.11927,-1.37329,-2.31045,-1.49891,-2.07896,-3.12559,-0.931538,-0.584094,-1.26306,-1.1618,-1.25519,-1.24745,-2.08949,-1.25363,-1.38893,-2.28884,-1.46346,-2.59411,-1.73939,-2.41519,-2.18441,-1.85452,-2.48877,-2.51635,-2.78317,-3.26029,-3.82456,14.983,7.6655,9.442,1.17559878,0.884540488,0.975063996
90,soc-firm-hi-tech_net90,-0.15637,-1.58152,-2.3826,-1.15246,-1.33789,-2.09217,-1.39697,-2.07379,-2.82456,-0.942225,-0.634415,-1.29607,-1.18012,-1.22577,-1.18441,-2.28884,-1.18941,-1.35474,-2.23722,-1.56608,-2.3332,-1.68996,-2.50234,-2.02984,-1.95143,-2.3774,-2.30168,-2.90374,-2.92147,-3.82456,20.547,7.7846,11.172,1.312748421,0.891236302,1.048130927
91,soc-firm-hi-tech_net91,-0.1089,-1.60532,-2.42087,-1.13025,-1.38104,-2.26029,-1.42662,-2.06113,-2.95926,-1.00065,-0.630138,-1.32213,-1.05914,-1.24899,-1.15867,-2.18441,-1.25714,-1.31851,-2.11135,-1.46853,-2.56929,-1.69854,-2.3826,-2.21178,-1.85608,-2.35229,-2.46917,-2.93995,-3.26029,-4.30168,18.144,7.7363,10.576,1.258733037,0.888533303,1.024321442
92,soc-firm-hi-tech_net92,-0.18455,-1.62225,-2.58568,-1.16687,-1.36466,-2.25246,-1.42952,-2.17135,-3.00065,-0.927666,-0.662194,-1.25091,-1.07819,-1.2335,-1.12443,-2.05126,-1.2723,-1.35327,-1.99205,-1.51351,-2.62958,-1.70289,-2.52353,-2.12559,-1.88338,-2.3332,-2.45658,-3.34744,-3.02293,-4.30168,14.87,7.6614,9.4204,1.172310969,0.884308137,0.974069344
93,soc-firm-hi-tech_net93,-0.21719,-1.60184,-2.54581,-1.11699,-1.3109,-2.27638,-1.50719,-2.20826,-3.09756,-0.90322,-0.597273,-1.2298,-1.15462,-1.25285,-1.19788,-2.10028,-1.22943,-1.44616,-2.3932,-1.59753,-2.50929,-1.78054,-2.63892,-2.22613,-2.00721,-2.53083,-2.50234,-2.95926,-3.26029,-4.30168,13.982,7.6369,9.0474,1.145569298,0.882917104,0.956523792
94,soc-firm-hi-tech_net94,-0.23277,-1.7478,-2.67843,-1.18078,-1.37637,-2.11984,-1.5481,-2.28465,-3.34744,-0.936755,-0.594963,-1.18342,-1.06038,-1.28132,-1.16846,-2.07123,-1.16878,-1.46853,-2.2225,-1.6062,-2.48877,-1.6805,-2.7219,-2.48877,-2.04883,-2.31941,-2.55349,-3.00065,-4.00065,-4.30168,12.318,7.5723,8.4048,1.0905402,0.879227812,0.924527383
95,soc-firm-hi-tech_net95,-0.13412,-1.64367,-2.45042,-1.17167,-1.40736,-2.43245,-1.42894,-2.05126,-3.04641,-0.939953,-0.621255,-1.29266,-1.11135,-1.19788,-1.13525,-2.1227,-1.29779,-1.34312,-2.1227,-1.47625,-2.56132,-1.76639,-2.42087,-2.34264,-1.80614,-2.40405,-2.40405,-3.04641,-3.2225,-4.30168,17.792,7.7307,10.447,1.25022477,0.88821882,1.018991595
96,soc-firm-hi-tech_net96,-0.19123,-1.68784,-2.69962,-1.15648,-1.38156,-2.17135,-1.48677,-2.28049,-3.39859,-0.976781,-0.59394,-1.3078,-1.04233,-1.36718,-1.13912,-2.18111,-1.14665,-1.35671,-2.2298,-1.59326,-2.3774,-1.64654,-2.62044,-2.3774,-1.95533,-2.37226,-2.62958,-3.12559,-3.39859,-4.30168,12.562,7.5785,8.5308,1.099058789,0.879583255,0.93098976
97,soc-firm-hi-tech_net97,-0.18085,-1.75268,-2.57741,-1.17006,-1.3847,-2.23722,-1.5065,-2.15867,-3.2225,-0.934698,-0.610776,-1.2723,-1.07405,-1.32441,-1.13971,-2.19788,-1.19856,-1.34026,-2.09217,-1.54733,-2.3572,-1.68678,-2.36216,-2.45658,-1.81596,-2.35229,-2.81032,-2.85452,-3.69962,-4.30168,13.988,7.6326,9.0752,1.145755624,0.882672503,0.957856205
98,soc-firm-hi-tech_net98,-0.16601,-1.61863,-2.50929,-1.16623,-1.39968,-2.33789,-1.47173,-2.1618,-3.39859,-0.934139,-0.616298,-1.34312,-1.04737,-1.23647,-1.15929,-2.16496,-1.29564,-1.31268,-2.11984,-1.48346,-2.56929,-1.82167,-2.42087,-2.18111,-1.82024,-2.51635,-2.44435,-2.82456,-3.34744,-4.30168,13.93,7.6297,9.0465,1.143951116,0.882507462,0.956480588
99,soc-firm-hi-tech_net99,-0.16675,-1.64847,-2.67843,-1.18607,-1.33789,-2.13436,-1.5121,-2.26826,-3.34744,-0.926383,-0.623163,-1.26029,-1.11756,-1.33367,-1.15092,-2.0842,-1.11756,-1.40241,-2.26826,-1.60098,-2.2189,-1.60883,-2.48214,-2.45042,-1.95338,-2.08157,-2.62044,-2.82456,-3.82456,-4.30168,18.502,7.7471,10.688,1.267218677,0.889139162,1.028896445
100,soc-firm-hi-tech_net100,-0.35144,-1.6953,-2.69962,-1.14817,-1.35918,-2.20131,-1.55817,-2.57741,-4.00065,-0.903741,-0.579047,-1.1675,-1.10911,-1.30212,-1.14695,-1.94375,-1.17006,-1.54126,-2.11984,-1.70508,-2.46917,-1.68259,-3.26029,-2.82456,-2.23722,-2.53083,-3.45658,-3.30168,-4.30168,-4.30168,9.1926,7.3843,6.9681,0.963438363,0.868309332,0.843114375
101,soc-firm-hi-tech_net101,-0.0503,-1.53304,-2.31491,-1.14787,-1.40681,-2.33789,-1.36366,-1.99633,-2.69962,-0.967428,-0.675238,-1.43598,-1.04713,-1.20477,-1.10468,-2.26029,-1.35918,-1.29096,-1.98362,-1.48214,-2.87032,-1.77664,-2.56132,-1.82456,-1.78185,-2.41519,-2.18774,-3.04641,-2.81032,-3.45658,29.687,7.8797,13.657,1.472566312,0.896509683,1.135355309
102,soc-firm-hi-tech_net102,-0.16156,-1.61504,-2.50234,-1.15462,-1.36017,-2.2486,-1.43362,-2.16496,-3.09756,-0.92292,-0.619446,-1.3436,-1.07975,-1.32579,-1.12937,-2.05864,-1.2391,-1.34551,-2.15246,-1.56053,-2.47561,-1.71285,-2.46917,-2.31491,-1.87193,-2.38787,-2.48214,-3.12559,-3.30168,-4.30168,15.883,7.689,9.78,1.200932536,0.885869861,0.990338855
103,soc-firm-hi-tech_net103,-0.16008,-1.65626,-2.58568,-1.17231,-1.36819,-2.2335,-1.38104,-2.15246,-3.18774,-0.992051,-0.645679,-1.36316,-1.01951,-1.2444,-1.09648,-2.24098,-1.24023,-1.31941,-1.98571,-1.57905,-2.52353,-1.6543,-2.56929,-2.10028,-1.91251,-2.2723,-2.41519,-3.12559,-3.52353,-4.30168,14.416,7.6455,9.2484,1.158844774,0.883405893,0.966066605
104,soc-firm-hi-tech_net104,-0.20458,-1.65724,-2.40405,-1.16655,-1.38156,-2.3932,-1.42546,-2.10028,-3.15555,-0.915896,-0.628752,-1.28507,-1.12386,-1.19345,-1.14001,-2.07896,-1.32625,-1.32579,-2.08949,-1.50165,-2.56132,-1.77924,-2.34264,-2.38787,-1.83186,-2.44435,-2.48877,-2.75761,-3.45658,-4.30168,14.128,7.6406,9.0766,1.150080686,0.883127464,0.957923197
105,soc-firm-hi-tech_net105,-0.15711,-1.65724,-2.56132,-1.15898,-1.36819,-2.41519,-1.41238,-2.22613,-3.30168,-0.976371,-0.616387,-1.33273,-1.05839,-1.24061,-1.11219,-2.06868,-1.2727,-1.32579,-2.09756,-1.53676,-2.7219,-1.73231,-2.48877,-2.3332,-1.81172,-2.45658,-2.45042,-3.04641,-4.00065,-4.30168,13.95,7.6293,9.0807,1.144574208,0.882484693,0.958119328
106,soc-firm-hi-tech_net106,-0.2298,-1.73231,-2.63892,-1.18474,-1.39968,-2.32855,-1.45349,-2.2486,-3.2225,-0.945655,-0.624987,-1.25675,-1.01861,-1.23573,-1.09003,-2.36718,-1.24745,-1.39751,-1.97535,-1.55583,-2.58568,-1.69745,-2.85452,-2.22613,-1.99418,-2.3932,-2.62958,-3.12559,-3.69962,-4.30168,11.612,7.537,8.0919,1.064907027,0.877198515,0.908050507
107,soc-firm-hi-tech_net107,-0.084419,-1.80062,-2.6889,-1.16117,-1.3847,-2.36216,-1.49891,-2.06113,-3.2225,-0.951433,-0.595732,-1.3176,-1.13555,-1.27843,-1.1596,-2.12559,-1.20791,-1.30648,-2.17458,-1.55117,-2.42087,-1.65922,-2.31941,-2.19447,-1.83186,-2.25636,-2.38787,-2.74538,-2.97946,-4.00065,24.175,7.8277,12.314,1.383366483,0.893634173,1.090399149
108,soc-firm-hi-tech_net108,-0.1445,-1.64654,-2.43836,-1.16496,-1.33041,-2.20477,-1.37277,-2.06113,-3.60271,-0.99333,-0.637133,-1.37431,-1.03828,-1.26108,-1.12156,-2.29736,-1.28423,-1.3078,-2.05126,-1.48743,-2.62044,-1.7018,-2.42087,-2.28465,-1.79383,-2.26029,-2.71062,-2.6889,-3.69962,-4.30168,15.083,7.6647,9.4845,1.178487731,0.884495161,0.977014441
109,soc-firm-hi-tech_net109,-0.18455,-1.69962,-2.3332,-1.16814,-1.36769,-2.36718,-1.37688,-2.12849,-2.81032,-0.91216,-0.65675,-1.41294,-1.04569,-1.16559,-1.13259,-2.09486,-1.35918,-1.32948,-1.84836,-1.58819,-2.92147,-1.71062,-2.57741,-1.84684,-2.00283,-2.60271,-2.24098,-3.60271,-2.97946,-3.60271,15.588,7.6827,9.601,1.192790397,0.885513875,0.98231647
110,soc-firm-hi-tech_net110,-0.19939,-1.71285,-2.59411,-1.16243,-1.37226,-2.2298,-1.48017,-2.25636,-3.30168,-0.953376,-0.633295,-1.2444,-1.08737,-1.23948,-1.11841,-2.07896,-1.18375,-1.36116,-2.12849,-1.61326,-2.3572,-1.65626,-2.36216,-2.3774,-1.8768,-2.3572,-2.62044,-3.07123,-3.69962,-4.30168,14.003,7.6357,9.071,1.146221089,0.882848857,0.957655167
111,soc-firm-hi-tech_net111,-0.20013,-1.62682,-2.50929,-1.14574,-1.36316,-2.25636,-1.40959,-2.05864,-3.60271,-0.960642,-0.634976,-1.26826,-1.09756,-1.2513,-1.11642,-2.19109,-1.27802,-1.32304,-1.99633,-1.5121,-2.62958,-1.7601,-2.40959,-2.43245,-1.8363,-2.3572,-2.7702,-2.79653,-3.60271,-4.30168,12.886,7.5933,8.6247,1.110118127,0.880430559,0.935743998
112,soc-firm-hi-tech_net112,-0.1712,-1.73583,-2.6889,-1.14422,-1.38734,-2.36718,-1.47496,-2.18111,-3.30168,-0.958469,-0.598992,-1.36116,-1.00832,-1.26786,-1.09892,-2.16496,-1.34647,-1.33648,-2.03923,-1.50859,-2.93995,-1.73939,-2.56132,-2.2723,-1.92147,-2.63892,-2.41519,-3.09756,-3.39859,-4.30168,13.031,7.5968,8.6986,1.114977745,0.880630693,0.939449361
113,soc-firm-hi-tech_net113,-0.18085,-1.67947,-2.56132,-1.17979,-1.37947,-2.21532,-1.44495,-2.21532,-3.30168,-0.949691,-0.619807,-1.2834,-1.04113,-1.31401,-1.1055,-2.14332,-1.18408,-1.37585,-2.18441,-1.60358,-2.42087,-1.64558,-2.62958,-2.26029,-2.00283,-2.34744,-2.75761,-3.2225,-3.39859,-4.30168,13.141,7.6012,8.7673,1.118628415,0.88088216,0.942865868
114,soc-firm-hi-tech_net114,-0.15414,-1.69423,-2.56929,-1.1707,-1.37175,-2.16496,-1.4107,-2.04161,-3.30168,-0.930983,-0.636757,-1.36819,-1.05543,-1.27189,-1.15215,-2.24478,-1.22033,-1.3346,-2.00283,-1.52716,-2.39859,-1.69638,-2.3332,-2.61148,-1.78185,-2.3774,-2.4955,-2.7219,-3.82456,-4.30168,14.691,7.6535,9.3506,1.167051359,0.883860087,0.970839479
115,soc-firm-hi-tech_net115,-0.082936,-1.61863,-2.43245,-1.16338,-1.41463,-2.32396,-1.3774,-1.99633,-2.95926,-0.926566,-0.647408,-1.43186,-1.07226,-1.26227,-1.14332,-2.08684,-1.34551,-1.25597,-2.00942,-1.46981,-2.90374,-1.74659,-2.4955,-1.96124,-1.77276,-2.39859,-2.19788,-2.92147,-3.00065,-3.69962,25.953,7.8473,12.704,1.414187567,0.894720256,1.103940485
116,soc-firm-hi-tech_net116,-0.082194,-1.62958,-2.62958,-1.14061,-1.38156,-2.15246,-1.46917,-2.14332,-3.15555,-0.949691,-0.627095,-1.36316,-1.0324,-1.35083,-1.16117,-2.06615,-1.19143,-1.31268,-2.18111,-1.53975,-2.44435,-1.71062,-2.56929,-2.17458,-1.8768,-2.31491,-2.38787,-2.95926,-3.26029,-4.30168,20.443,7.7756,11.324,1.310544629,0.890733911,1.053999861
117,soc-firm-hi-tech_net117,-0.067359,-1.65235,-2.43245,-1.15092,-1.3826,-2.25636,-1.41973,-2.01612,-3.00065,-0.952209,-0.628107,-1.34792,-1.09539,-1.30038,-1.17006,-2.03923,-1.20826,-1.33041,-2.19788,-1.49754,-2.54581,-1.6774,-2.3932,-2.06868,-1.84836,-2.3932,-2.32855,-2.83928,-2.97946,-4.30168,25.747,7.8436,12.752,1.410726633,0.894515438,1.105578304
118,soc-firm-hi-tech_net118,-0.094062,-1.7018,-2.53083,-1.19925,-1.43362,-2.3332,-1.48346,-2.21178,-3.12559,-0.932465,-0.629491,-1.29908,-1.06691,-1.25169,-1.13525,-2.11699,-1.22943,-1.28049,-2.26029,-1.49482,-2.60271,-1.73583,-2.53825,-1.96124,-1.89685,-2.43245,-2.23722,-2.87032,-2.90374,-4.30168,20.385,7.7753,11.285,1.309310716,0.890717155,1.052501563
119,soc-firm-hi-tech_net119,-0.24241,-1.64463,-2.56132,-1.1921,-1.35376,-2.33789,-1.50165,-2.32396,-3.39859,-0.9262,-0.630601,-1.2335,-1.05395,-1.29053,-1.08816,-2.06868,-1.20269,-1.38946,-2.1227,-1.62958,-2.48877,-1.65626,-2.56132,-2.47561,-1.95533,-2.36718,-2.67843,-3.2225,-4.30168,-4.30168,11.938,7.5546,8.2386,1.076931575,0.878211474,0.915853418
