Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
62,karate_network_62,-0.35406,-1.70289,-2.87032,-1.24061,-1.19345,-2.50929,-1.56369,-2.30168,-4.30168,-1.1282,-0.545045,-0.878763,-1.11898,-1.57987,-1.03781,-2.34264,-1.3738,-1.37534,-2.44435,-1.71848,-2.82456,-2.06615,-2.43836,-4.30168,-2.08157,-2.74538,-4.30168,-3.34744,-4.30168,-4.30168,37.662,6.9025,16.547,1.575903379,0.839006415,1.218719267
63,karate_network_63,-0.23205,-1.60184,-2.55349,-1.27638,-1.21925,-2.66821,-1.49145,-2.16814,-3.15555,-1.24592,-0.599509,-0.930244,-1.00699,-1.51993,-0.990775,-2.71062,-1.51921,-1.19685,-2.3774,-1.67947,-3.04641,-2.11135,-2.2486,-2.12849,-1.9495,-2.82456,-2.36718,-3.52353,-3.18774,-4.30168,551.35,7.2486,41.913,2.741427379,0.860254135,1.622348747
64,karate_network_64,-0.37276,-1.63236,-2.57741,-1.27802,-1.16782,-2.57741,-1.53304,-2.3774,-3.52353,-1.0397,-0.631621,-0.859044,-1.11501,-1.3884,-1.01793,-2.3826,-1.42894,-1.33367,-2.12849,-1.83186,-2.79653,-2.00942,-2.3932,-2.45042,-2.1618,-2.92147,-2.55349,-3.69962,-3.82456,-4.30168,54.039,6.9686,19.347,1.732707304,0.843145537,1.286613632
65,karate_network_65,-0.28637,-1.6662,-2.53825,-1.28716,-1.23054,-2.78317,-1.45783,-2.08684,-3.07123,-1.13377,-0.633948,-0.891917,-1.03616,-1.52136,-0.988025,-2.45042,-1.66419,-1.16369,-2.18774,-1.69423,-3.09756,-2.19788,-2.10578,-2.21532,-1.91966,-2.95926,-2.36216,-3.26029,-3.02293,-4.30168,372.27,7.2101,37.337,2.570858039,0.857941288,1.57213942
66,karate_network_66,-0.3309,-1.67432,-2.78317,-1.32948,-1.22105,-2.69962,-1.4928,-2.42662,-3.45658,-1.21603,-0.600545,-0.871283,-1.05322,-1.42778,-0.942605,-2.95926,-1.49011,-1.27068,-2.07123,-1.73348,-2.81032,-2.03451,-2.43836,-2.45658,-2.04161,-2.75761,-2.66821,-3.07123,-4.30168,-4.30168,54.007,6.966,19.596,1.732450054,0.84298347,1.292167431
67,karate_network_67,-0.25521,-1.65137,-2.54581,-1.25324,-1.17881,-2.4955,-1.48743,-2.07379,-3.04641,-1.15711,-0.621618,-0.913935,-1.08393,-1.59241,-0.988658,-2.61148,-1.56132,-1.16212,-2.29308,-1.63798,-3.15555,-2.13733,-2.1227,-2.24478,-1.93247,-3.09756,-2.37226,-3.09756,-3.07123,-4.30168,752.96,7.2813,44.391,2.876771905,0.862208925,1.647294929
68,karate_network_68,-0.33847,-1.69745,-2.6889,-1.22178,-1.16464,-2.3332,-1.51351,-2.32855,-4.00065,-1.12156,-0.582018,-0.848363,-1.14787,-1.62866,-1.04161,-2.48214,-1.32579,-1.35572,-2.67843,-1.75761,-2.59411,-2.04161,-2.56132,-2.42662,-2.11135,-2.7702,-2.78317,-2.95926,-4.00065,-4.30168,77.727,7.0228,22.708,1.890571906,0.8465103,1.356178886
69,karate_network_69,-0.27791,-1.6805,-2.66821,-1.2772,-1.19345,-2.59411,-1.48677,-2.18441,-3.39859,-1.15339,-0.564091,-0.913047,-1.09405,-1.59411,-1.02224,-2.81032,-1.5058,-1.24098,-2.59411,-1.64082,-3.26029,-2.10302,-2.12559,-2.31491,-2.01165,-3.02293,-2.50234,-3.09756,-3.12559,-4.30168,242.69,7.1638,33.019,2.385051882,0.855143453,1.518763916
70,karate_network_70,-0.32734,-1.74417,-2.6889,-1.24098,-1.20616,-2.46917,-1.51635,-2.3774,-3.60271,-1.20896,-0.546645,-0.908808,-1.05469,-1.56211,-0.996115,-2.6889,-1.43895,-1.37482,-2.34744,-1.68259,-2.78317,-2.08684,-2.47561,-2.32855,-2.1227,-2.7219,-2.62958,-3.39859,-3.45658,-4.30168,54.85,6.9685,19.721,1.739176632,0.843139304,1.294928933
71,karate_network_71,-0.26411,-1.61954,-2.62044,-1.23536,-1.21354,-2.45658,-1.539,-2.36718,-3.52353,-1.22105,-0.562425,-0.861559,-1.09974,-1.62135,-1.04161,-2.90374,-1.42836,-1.29436,-2.50929,-1.69854,-2.81032,-2.02752,-2.29736,-2.08157,-2.13436,-2.93995,-2.34264,-3.52353,-2.88671,-3.82456,309.75,7.1895,35.994,2.491011315,0.856698688,1.556230112
72,karate_network_72,-0.45869,-1.6106,-2.7219,-1.20966,-1.13971,-2.29308,-1.68363,-2.63892,-4.30168,-1.09109,-0.523023,-0.778455,-1.28674,-1.69315,-1.17393,-2.42087,-1.21603,-1.55661,-2.60271,-2.10028,-2.30605,-1.98993,-2.63892,-3.07123,-2.7219,-2.87032,-3.82456,-3.82456,-4.30168,-4.30168,16.639,6.6908,10.522,1.221127222,0.825478048,1.022098297
73,karate_network_73,-0.3545,-1.78581,-2.92147,-1.29266,-1.18144,-2.54581,-1.58235,-2.42087,-4.30168,-1.14695,-0.534822,-0.861087,-1.12386,-1.5058,-1.03852,-2.52353,-1.39212,-1.3847,-2.4955,-1.72997,-2.6889,-2.06868,-2.45042,-3.18774,-2.03923,-2.59411,-3.34744,-3.39859,-4.30168,-4.30168,42.632,6.9264,17.511,1.629735707,0.840507568,1.243310948
74,karate_network_74,-0.24229,-1.64176,-2.4955,-1.28507,-1.17685,-2.92147,-1.43895,-2.05617,-3.04641,-1.22431,-0.596844,-0.91004,-1.08923,-1.50234,-1.00022,-2.64847,-1.83928,-1.13054,-2.2298,-1.71848,-3.60271,-2.35229,-2.02522,-2.10302,-1.88504,-3.18774,-2.19788,-3.18774,-2.93995,-3.82456,1315.3,7.3366,48.935,3.11902482,0.865494841,1.689619593
75,karate_network_75,-0.33981,-1.71173,-2.75761,-1.26705,-1.21178,-2.65823,-1.55272,-2.3332,-3.39859,-1.1775,-0.534228,-0.877944,-1.06919,-1.63236,-1.01031,-2.53083,-1.55739,-1.31001,-2.48877,-1.7478,-3.12559,-2.0842,-2.31941,-2.40405,-2.05371,-3.30168,-2.57741,-4.30168,-3.82456,-4.30168,39.565,6.9118,16.878,1.59731117,0.839591163,1.227320983
76,karate_network_76,-0.35361,-1.67125,-2.66821,-1.2595,-1.18541,-2.50234,-1.539,-2.3332,-4.00065,-1.18177,-0.578061,-0.853903,-1.09783,-1.51706,-0.995256,-2.82456,-1.35327,-1.37329,-2.31491,-1.79518,-2.7702,-1.9774,-2.62958,-2.7702,-2.03451,-2.69962,-3.07123,-3.18774,-4.30168,-4.30168,44.053,6.9321,17.839,1.643975489,0.840864819,1.251370505
77,karate_network_77,-0.29038,-1.71848,-2.52353,-1.29096,-1.19312,-2.7702,-1.4769,-2.18441,-3.52353,-1.17816,-0.598648,-0.915004,-1.04569,-1.42778,-0.980704,-2.74538,-1.65922,-1.20721,-2.17458,-1.64654,-3.60271,-2.18111,-2.23722,-2.34264,-1.92877,-3.26029,-2.48214,-3.2225,-3.39859,-4.30168,178.14,7.1279,30.554,2.250761448,0.852961598,1.485068074
78,karate_network_78,-0.35361,-1.63798,-2.63892,-1.29822,-1.15215,-2.62044,-1.47431,-2.20826,-3.34744,-1.10028,-0.671558,-0.834962,-1.0428,-1.42604,-0.97147,-2.58568,-1.66821,-1.25636,-2.05126,-1.80753,-3.2225,-2.13436,-2.35229,-2.2486,-1.96723,-2.82456,-2.54581,-3.60271,-3.39859,-4.30168,67.466,7.0035,21.261,1.829084962,0.845315133,1.327583687
79,karate_network_79,-0.30997,-1.57987,-2.57741,-1.26147,-1.19312,-2.74538,-1.49415,-2.19447,-3.26029,-1.17848,-0.614063,-0.85282,-1.07098,-1.50372,-1.02247,-2.73348,-1.5323,-1.24554,-2.2486,-1.71397,-2.97946,-2.05617,-2.2298,-2.31941,-1.96723,-2.85452,-2.53825,-3.04641,-3.09756,-4.30168,146.05,7.1052,28.454,2.164501561,0.851576307,1.454143327
80,karate_network_80,-0.26678,-1.6062,-2.50234,-1.28716,-1.22577,-2.50929,-1.47109,-2.26826,-3.39859,-1.23238,-0.570092,-0.949885,-1.04569,-1.59667,-0.947765,-3.02293,-1.44798,-1.27068,-2.21178,-1.72765,-2.83928,-2.03686,-2.45658,-2.32396,-1.96522,-2.69962,-2.61148,-3.07123,-3.69962,-4.30168,165.76,7.1186,29.984,2.219479738,0.85239459,1.476889569
81,karate_network_81,-0.3683,-1.5629,-2.62044,-1.28758,-1.13318,-2.50929,-1.46032,-2.26826,-3.52353,-1.08367,-0.652638,-0.873384,-1.11727,-1.41575,-0.989715,-2.42662,-1.37329,-1.34407,-2.2225,-1.85764,-2.43836,-1.88671,-2.48877,-2.45042,-2.15555,-2.82456,-2.73348,-3.45658,-3.52353,-4.30168,60.74,6.9876,20.407,1.783474788,0.844328036,1.309779164
82,karate_network_82,-0.27747,-1.64176,-2.79653,-1.29053,-1.19719,-2.50234,-1.42201,-2.17135,-3.15555,-1.2287,-0.618274,-0.903567,-1.05839,-1.5807,-0.950271,-3.00065,-1.50789,-1.20547,-2.3932,-1.67534,-2.83928,-2.08157,-2.45658,-2.00065,-1.95143,-2.73348,-2.3774,-3.02293,-3.07123,-4.00065,441.71,7.2287,38.871,2.645137231,0.859060201,1.589625713
83,karate_network_83,-0.24808,-1.65626,-2.4955,-1.29223,-1.2361,-2.71062,-1.42952,-2.11135,-3.00065,-1.202,-0.609098,-0.960444,-1.00788,-1.52208,-0.946996,-2.67843,-1.7702,-1.17881,-2.32396,-1.55349,-3.52353,-2.21178,-2.37226,-2.03451,-1.89006,-3.2225,-2.29308,-3.09756,-3.15555,-3.69962,547.03,7.2489,41.31,2.738011144,0.860272109,1.616055195
84,karate_network_84,-0.27079,-1.60445,-2.3932,-1.30081,-1.20166,-2.56132,-1.48082,-2.18774,-3.2225,-1.19177,-0.584094,-0.920746,-1.08183,-1.47496,-0.98592,-2.88671,-1.54126,-1.25911,-2.23722,-1.61415,-2.88671,-2.14939,-2.50234,-2.18111,-1.9733,-2.81032,-2.45658,-2.88671,-3.34744,-4.30168,278.68,7.1784,35.074,2.445105802,0.856027655,1.544985298
85,karate_network_85,-0.31265,-1.64367,-2.62044,-1.23387,-1.21746,-2.55349,-1.59582,-2.32396,-3.69962,-1.15277,-0.537355,-0.887376,-1.12995,-1.55974,-1.06489,-2.75761,-1.36921,-1.34121,-2.62958,-1.69315,-2.62044,-2.01388,-2.45658,-2.38787,-2.07123,-3.02293,-2.63892,-3.34744,-3.52353,-4.30168,82.224,7.0297,23.361,1.9149986,0.846936791,1.368491429
86,karate_network_86,-0.31888,-1.66419,-2.79653,-1.29138,-1.16401,-2.28465,-1.57741,-2.30605,-3.45658,-1.25636,-0.563852,-0.813553,-1.19075,-1.52571,-1.02729,-3.18774,-1.23275,-1.46726,-2.58568,-1.78449,-2.08157,-1.95729,-2.66821,-2.3332,-2.21532,-2.50929,-2.85452,-3.26029,-3.45658,-4.30168,109.99,7.0696,26.125,2.041353202,0.849394842,1.417056299
87,karate_network_87,-0.24719,-1.63236,-2.48877,-1.28758,-1.22214,-2.64847,-1.39052,-2.10856,-2.90374,-1.27311,-0.661001,-0.945846,-0.99935,-1.45103,-0.914825,-3.45658,-1.51849,-1.21213,-2.05617,-1.67843,-2.75761,-2.03451,-2.47561,-1.91075,-1.96124,-2.73348,-2.32855,-3.2225,-2.87032,-4.30168,716.95,7.2761,44.253,2.855488869,0.861898659,1.645942718
88,karate_network_88,-0.27836,-1.6361,-2.53825,-1.27761,-1.19856,-2.50929,-1.50511,-2.09486,-3.26029,-1.25793,-0.582018,-0.888549,-1.02683,-1.54581,-1.02729,-2.7702,-1.48677,-1.25832,-2.41519,-1.65626,-3.12559,-2.06868,-2.26425,-2.31491,-1.97535,-2.65823,-2.43245,-3.26029,-3.52353,-4.30168,174.09,7.1247,30.508,2.240773825,0.852766582,1.484413738
89,karate_network_89,-0.41417,-1.72076,-2.81032,-1.26745,-1.2139,-2.55349,-1.63051,-2.3572,-4.30168,-1.0092,-0.566322,-0.81596,-1.19754,-1.4861,-1.07611,-2.36718,-1.40571,-1.40792,-2.60271,-1.70399,-2.74538,-2.10578,-2.26425,-2.92147,-2.16814,-2.7219,-2.95926,-3.39859,-4.30168,-4.30168,28.053,6.8426,14.097,1.447979312,0.835221153,1.1491267
90,karate_network_90,-0.29795,-1.6662,-2.82456,-1.2486,-1.18177,-2.31941,-1.54581,-2.42662,-3.34744,-1.27761,-0.560766,-0.896335,-1.04496,-1.6062,-1.0081,-2.7702,-1.30736,-1.34073,-2.37226,-1.85143,-2.45658,-2.04641,-2.53825,-2.12559,-2.2486,-2.60271,-2.53083,-3.69962,-3.60271,-3.69962,92.561,7.0454,24.564,1.966428038,0.847905655,1.390299089
91,karate_network_91,-0.2935,-1.73348,-2.71062,-1.28215,-1.19481,-2.58568,-1.48544,-2.20131,-3.52353,-1.2376,-0.570576,-0.905831,-1.03545,-1.58484,-0.980704,-2.87032,-1.51849,-1.23127,-2.38787,-1.65332,-3.18774,-2.04161,-2.44435,-2.75761,-1.90201,-2.78317,-2.7702,-3.60271,-4.00065,-4.30168,96.79,7.0514,24.799,1.98583049,0.848275351,1.394434169
92,karate_network_92,-0.35806,-1.61773,-2.62044,-1.27352,-1.19008,-2.55349,-1.52643,-2.34744,-3.45658,-1.07741,-0.575933,-0.896676,-1.072,-1.52281,-1.00744,-2.50929,-1.5065,-1.33742,-2.34744,-1.74659,-3.15555,-2.12559,-2.31941,-2.7219,-2.05371,-2.95926,-2.90374,-3.60271,-3.69962,-4.30168,43.077,6.9285,17.528,1.63424545,0.840639221,1.243732365
93,karate_network_93,-0.27035,-1.7018,-2.62044,-1.25363,-1.2171,-2.74538,-1.42952,-2.17458,-3.12559,-1.2463,-0.589621,-0.94892,-1.01793,-1.46346,-0.942415,-2.88671,-1.77405,-1.24937,-2.14939,-1.61504,-3.60271,-2.20826,-2.43245,-1.90548,-2.00502,-3.18774,-2.51635,-3.2225,-2.92147,-3.82456,199.64,7.1409,31.783,2.300247561,0.853752951,1.502194888
94,karate_network_94,-0.41239,-1.72304,-2.88671,-1.27108,-1.16023,-2.3572,-1.70729,-2.31941,-3.39859,-1.01031,-0.596502,-0.767401,-1.2335,-1.55896,-1.12559,-2.36718,-1.19549,-1.4492,-2.66821,-1.94566,-2.3572,-2.02984,-2.48214,-2.59411,-2.44435,-2.67843,-2.78317,-3.07123,-3.45658,-4.30168,48.135,6.9524,18.313,1.682460976,0.842134751,1.262759495
95,karate_network_95,-0.30107,-1.68259,-2.54581,-1.29223,-1.19549,-2.7219,-1.42373,-2.28884,-3.12559,-1.19959,-0.600545,-0.933022,-1.015,-1.54126,-0.916253,-2.62044,-1.54353,-1.3176,-2.07123,-1.68363,-2.95926,-2.10578,-2.82456,-2.03451,-2.28049,-2.7702,-2.50234,-3.52353,-3.45658,-4.30168,103.64,7.0611,25.482,2.015527404,0.848872362,1.406233511
96,karate_network_96,-0.28816,-1.61773,-2.52353,-1.26906,-1.21925,-2.66821,-1.50234,-2.20131,-3.52353,-1.12559,-0.613172,-0.89856,-1.03124,-1.48544,-1.00524,-2.55349,-1.56053,-1.25285,-2.36718,-1.68363,-3.2225,-2.08157,-2.30168,-2.09756,-2.06113,-3.12559,-2.25246,-3.26029,-3.39859,-4.30168,187.24,7.1338,30.994,2.272398632,0.853320929,1.491277629
97,karate_network_97,-0.26812,-1.68468,-2.54581,-1.25597,-1.2298,-2.65823,-1.50789,-2.18441,-3.07123,-1.21425,-0.553415,-0.926017,-1.03451,-1.57823,-0.99719,-2.62044,-1.58318,-1.30255,-2.61148,-1.60532,-3.39859,-2.10028,-2.50929,-1.94757,-2.08157,-2.83928,-2.46917,-3.45658,-3.04641,-4.00065,194.83,7.1377,31.658,2.289655831,0.85355829,1.500483475
98,karate_network_98,-0.2178,-1.61684,-2.43836,-1.2444,-1.23275,-2.64847,-1.45534,-2.24098,-3.34744,-1.30736,-0.576832,-0.974936,-1.03427,-1.42373,-0.973913,-2.81032,-1.49145,-1.27515,-2.32396,-1.60271,-2.92147,-2.18774,-2.30168,-1.96322,-2.00721,-2.90374,-2.36718,-3.39859,-3.18774,-3.69962,646.7,7.2647,43.505,2.810702861,0.861217685,1.638539173
99,karate_network_99,-0.30597,-1.67534,-2.64847,-1.30429,-1.19447,-2.66821,-1.47173,-2.30168,-3.26029,-1.15215,-0.595903,-0.925835,-1.03757,-1.45534,-0.932836,-2.7702,-1.55349,-1.33041,-2.07123,-1.69423,-2.7702,-2.15555,-2.55349,-2.29308,-2.06113,-3.00065,-2.48214,-3.45658,-3.30168,-4.30168,84.999,7.0339,23.707,1.929413816,0.84719619,1.3748766
100,karate_network_100,-0.24719,-1.59411,-2.56929,-1.23797,-1.19515,-2.65823,-1.43362,-2.24098,-2.90374,-1.25714,-0.601843,-0.941466,-1.01209,-1.5121,-0.970456,-2.7702,-1.54126,-1.25324,-2.35229,-1.79653,-3.2225,-1.99848,-2.57741,-1.88671,-2.04883,-3.02293,-2.28465,-3.45658,-3.15555,-3.69962,519.12,7.2437,40.969,2.715267761,0.859960456,1.612455364
101,karate_network_101,-0.29528,-1.6333,-2.48877,-1.27884,-1.2139,-2.46917,-1.54051,-2.24098,-3.60271,-1.20547,-0.573977,-0.839133,-1.12357,-1.59667,-1.01974,-2.54581,-1.35034,-1.31851,-2.56132,-1.66319,-2.62044,-2.07896,-2.31491,-2.60271,-2.05371,-2.62044,-2.97946,-2.92147,-4.30168,-4.30168,122.96,7.0827,27.374,2.089763854,0.850198847,1.437338263
102,karate_network_102,-0.34025,-1.7601,-2.78317,-1.30386,-1.20756,-2.62958,-1.54051,-2.35229,-3.82456,-1.22286,-0.558642,-0.849895,-1.13318,-1.45042,-0.961832,-2.55349,-1.48214,-1.33601,-2.3332,-1.70071,-2.7219,-2.07379,-2.31045,-2.65823,-2.044,-2.60271,-2.87032,-2.97946,-4.30168,-4.30168,58.377,6.9797,20.142,1.766241773,0.843836756,1.304102592
103,karate_network_103,-0.322,-1.57823,-2.59411,-1.25989,-1.19481,-2.57741,-1.55739,-2.26029,-3.45658,-1.12762,-0.58177,-0.880077,-1.07405,-1.47561,-1.04665,-2.7702,-1.46599,-1.30212,-2.39859,-1.77148,-2.81032,-2.03686,-2.2335,-2.26826,-2.20826,-2.85452,-2.45042,-3.69962,-4.00065,-4.30168,88.171,7.0399,23.915,1.945325766,0.84756649,1.378670385
104,karate_network_104,-0.30329,-1.64272,-2.71062,-1.2859,-1.24783,-2.53825,-1.53975,-2.32396,-3.30168,-1.1821,-0.547486,-0.937318,-1.02868,-1.50999,-0.977193,-3.69962,-1.48017,-1.34121,-2.28465,-1.6543,-3.09756,-2.05617,-2.62044,-2.40959,-2.10578,-2.78317,-2.54581,-3.30168,-3.45658,-4.30168,67.702,7.0008,21.694,1.830601498,0.845147671,1.336339636
105,karate_network_105,-0.18174,-1.57414,-2.30605,-1.31446,-1.21425,-2.6889,-1.38575,-2.01165,-2.7702,-1.28716,-0.685836,-0.952209,-1.06514,-1.48743,-0.946038,-2.82456,-1.62682,-1.13584,-2.07123,-1.51635,-3.2225,-2.09756,-1.94566,-1.71735,-1.93061,-2.79653,-2.04161,-3.00065,-2.4955,-4.00065,19519,7.5833,72.142,4.290457564,0.879858237,1.858188178
106,karate_network_106,-0.24942,-1.59411,-2.58568,-1.2298,-1.22906,-2.57741,-1.49145,-2.14634,-2.97946,-1.24288,-0.564886,-0.919304,-1.0919,-1.56211,-1.06038,-2.67843,-1.49891,-1.23461,-2.29736,-1.64558,-3.09756,-2.14332,-1.89344,-2.11984,-2.03217,-2.79653,-2.31491,-3.2225,-2.92147,-4.30168,554.15,7.25,41.41,2.743627338,0.860338007,1.617105231
107,karate_network_107,-0.24719,-1.72881,-2.67843,-1.30081,-1.2425,-2.57741,-1.54051,-2.2723,-2.95926,-1.29011,-0.568403,-0.8708,-1.07072,-1.49822,-1.00414,-2.53083,-1.4679,-1.25871,-2.3572,-1.6672,-2.75761,-2.044,-2.2486,-2.09486,-1.96322,-2.50929,-2.3932,-3.07123,-3.09756,-4.00065,489.43,7.2371,40.718,2.689690586,0.859564574,1.609786438
108,karate_network_108,-0.21157,-1.59496,-2.45658,-1.24976,-1.20408,-2.7219,-1.3738,-2.08684,-3.02293,-1.28008,-0.64167,-0.974936,-0.990988,-1.46032,-0.94052,-3.02293,-1.74659,-1.17555,-2.20826,-1.62682,-3.39859,-2.17135,-2.23722,-1.88173,-1.99633,-3.12559,-2.17135,-3.39859,-2.87032,-3.82456,1276.8,7.3315,49.793,3.106122874,0.865192839,1.697168293
109,karate_network_109,-0.31487,-1.67024,-2.66821,-1.22322,-1.20235,-2.47561,-1.49347,-2.2189,-3.82456,-1.20373,-0.557388,-0.905133,-1.07793,-1.62499,-1.01997,-2.56929,-1.36266,-1.32396,-2.3774,-1.71397,-2.6889,-2.03451,-2.4955,-3.00065,-2.06868,-2.56132,-3.15555,-3.07123,-4.30168,-4.30168,72.615,7.0117,22.339,1.861026342,0.845823326,1.349063728
110,karate_network_110,-0.26367,-1.71173,-2.54581,-1.28548,-1.21746,-2.92147,-1.43717,-2.18441,-3.30168,-1.2265,-0.574628,-0.943746,-1.02179,-1.48944,-0.955719,-2.81032,-1.67227,-1.27108,-2.16496,-1.64463,-3.34744,-2.03217,-2.37226,-2.05864,-2.044,-3.07123,-2.4955,-3.34744,-3.26029,-4.00065,182.74,7.1298,31.067,2.261833621,0.853077348,1.492299317
111,karate_network_111,-0.35539,-1.64654,-2.63892,-1.24061,-1.1821,-2.40959,-1.58735,-2.60271,-4.30168,-1.22906,-0.532156,-0.841836,-1.1568,-1.60098,-1.02476,-2.58568,-1.32994,-1.45165,-2.27638,-1.86871,-2.35229,-1.81881,-2.79653,-4.30168,-2.2225,-2.61148,-4.30168,-3.39859,-4.30168,-4.30168,32.734,6.873,15.526,1.514999078,0.837146344,1.191059582
112,karate_network_112,-0.39547,-1.74058,-2.87032,-1.25246,-1.15898,-2.3774,-1.6333,-2.41519,-4.00065,-1.1227,-0.582847,-0.786602,-1.20547,-1.56848,-1.07922,-2.41519,-1.22286,-1.50234,-2.45658,-1.81454,-2.06615,-1.81881,-2.52353,-3.07123,-2.2189,-2.57741,-3.39859,-3.60271,-4.30168,-4.30168,43.054,6.9306,17.553,1.634013506,0.840770834,1.244351353
113,karate_network_113,-0.29884,-1.68996,-2.63892,-1.26665,-1.21639,-2.60271,-1.49415,-2.25636,-3.30168,-1.17816,-0.591056,-0.912338,-1.01612,-1.50859,-0.979255,-2.60271,-1.60708,-1.21818,-2.26826,-1.77276,-3.26029,-2.03923,-2.31491,-2.31941,-2.02522,-2.95926,-2.44435,-3.15555,-3.60271,-4.30168,106.32,7.064,25.687,2.026614968,0.849050691,1.409713386
114,karate_network_114,-0.28415,-1.70839,-2.7219,-1.31446,-1.27597,-2.71062,-1.48082,-2.30168,-3.82456,-1.37073,-0.555514,-0.926566,-0.993544,-1.49686,-0.942795,-3.39859,-1.60972,-1.20131,-2.10856,-1.62774,-3.2225,-2.21532,-2.38787,-2.60271,-1.89006,-2.90374,-2.62044,-2.97946,-4.00065,-4.30168,77.915,7.0205,22.882,1.891621075,0.846368044,1.359493981
115,karate_network_115,-0.40214,-1.68154,-2.78317,-1.30081,-1.1736,-2.58568,-1.59072,-2.29308,-4.30168,-1.11898,-0.591141,-0.79221,-1.15462,-1.46283,-1.07611,-2.62958,-1.32213,-1.3167,-2.35229,-1.82746,-2.71062,-2.07637,-2.2225,-4.30168,-2.09756,-2.62958,-4.30168,-3.30168,-4.30168,-4.30168,28.629,6.8458,14.337,1.456806179,0.835424207,1.156458285
116,karate_network_116,-0.38122,-1.57252,-2.55349,-1.23948,-1.15246,-2.46917,-1.61237,-2.4955,-3.69962,-1.16846,-0.538628,-0.822106,-1.19379,-1.52571,-1.0787,-2.43245,-1.35523,-1.48017,-2.40405,-1.80062,-2.71062,-1.95729,-2.66821,-2.69962,-2.3572,-2.64847,-2.92147,-3.45658,-3.82456,-4.30168,28.7,6.8458,14.395,1.457881897,0.835424207,1.158211669
117,karate_network_117,-0.3456,-1.67947,-2.7702,-1.26306,-1.19481,-2.57741,-1.54963,-2.30605,-3.60271,-1.14091,-0.535417,-0.874195,-1.13644,-1.4881,-1.05199,-2.44435,-1.45783,-1.36216,-2.63892,-1.80337,-2.87032,-2.09217,-2.20131,-2.3826,-2.09217,-3.09756,-2.75761,-3.2225,-3.60271,-4.30168,50.03,6.9547,18.825,1.699230503,0.842278401,1.274734985
118,karate_network_118,-0.33714,-1.69854,-2.59411,-1.26346,-1.21961,-2.57741,-1.52789,-2.31045,-3.45658,-1.14513,-0.591141,-0.837937,-1.12966,-1.4622,-1.00788,-2.3932,-1.3932,-1.36617,-2.38787,-1.71848,-2.4955,-2.044,-2.47561,-2.36718,-2.07379,-2.64847,-2.58568,-3.26029,-3.30168,-4.30168,104.45,7.0633,25.512,2.018908444,0.849007652,1.406744506
119,karate_network_119,-0.32244,-1.62407,-2.69962,-1.27149,-1.19244,-2.62958,-1.4492,-2.30605,-3.26029,-1.27433,-0.58819,-0.905307,-1.02499,-1.52136,-0.947188,-2.71062,-1.43069,-1.31001,-2.14939,-1.71622,-3.04641,-2.03923,-2.62044,-2.45042,-2.2335,-2.85452,-2.7702,-3.2225,-3.82456,-4.30168,50.868,6.9555,19.118,1.706444663,0.842328355,1.281442457
120,karate_network_120,-0.22983,-1.61237,-2.43245,-1.35034,-1.20896,-2.85452,-1.37947,-2.02522,-2.93995,-1.16086,-0.675957,-0.968032,-1.05102,-1.5121,-0.914291,-2.81032,-1.7478,-1.13584,-2.02752,-1.60184,-3.02293,-2.18111,-2.08157,-1.80753,-1.90374,-3.12559,-2.08684,-3.12559,-2.75761,-3.39859,1908.2,7.3708,53.034,3.280623892,0.867514627,1.724554384
121,karate_network_121,-0.30062,-1.62135,-2.60271,-1.26585,-1.16846,-2.3932,-1.53601,-2.22613,-3.69962,-1.2595,-0.552486,-0.88189,-1.09567,-1.53601,-1.02522,-2.56929,-1.35376,-1.38893,-2.42087,-1.72765,-2.53083,-1.99418,-2.56132,-2.3774,-2.13436,-2.63892,-3.02293,-3.15555,-3.45658,-4.30168,90.238,7.0421,24.348,1.955389461,0.847702188,1.386463293
122,karate_network_122,-0.24407,-1.6106,-2.55349,-1.24783,-1.19109,-2.40405,-1.39589,-2.15246,-3.2225,-1.32994,-0.605412,-0.953766,-1.00326,-1.52064,-0.966424,-3.12559,-1.48148,-1.25753,-2.2335,-1.65922,-2.6889,-1.99418,-2.3332,-2.28049,-1.99418,-2.6889,-2.37226,-3.2225,-3.26029,-4.30168,314.7,7.1903,36.28,2.497896743,0.856747011,1.559667278
123,karate_network_123,-0.31799,-1.64654,-2.43245,-1.2298,-1.18375,-2.54581,-1.52571,-2.20826,-3.52353,-1.13703,-0.57528,-0.8708,-1.09702,-1.5114,-1.07021,-2.56132,-1.45783,-1.2965,-2.26425,-1.79248,-2.83928,-2.10028,-2.1618,-2.65823,-2.04641,-2.87032,-2.74538,-3.39859,-4.00065,-4.30168,79.762,7.0252,23.005,1.901796035,0.846658693,1.361822238
