Network,Network,Assortivity,GFD1,GFD2,GFD3,GFD4,GFD5,GFD6,GFD7,GFD8,GFD9,GFD10,GFD11,GFD12,GFD13,GFD14,GFD15,GFD16,GFD17,GFD18,GFD19,GFD20,GFD21,GFD22,GFD23,GFD24,GFD25,GFD26,GFD27,GFD28,GFD29,Hawkes,Eigen,SIS,LOG_Hawkes,LOG_Eigen,LOG_SIS
60,socfb-Caltech36_network_60,-0.069611,-4.00065,-4.30168,-2.20826,-2.56929,-3.52353,-2.82456,-3.69962,-4.30168,-0.684366,-0.416037,-1.13852,-1.09003,-1.2727,-1.21319,-2.12849,-1.25714,-1.61326,-2.50234,-1.78054,-2.69962,-1.9495,-3.09756,-2.62958,-2.45658,-2.7702,-2.97946,-3.60271,-4.00065,-4.30168,9.0014,73.499,8.7525,0.954310061,1.86628143,0.942132119
61,socfb-Caltech36_network_61,-0.065327,-4.30168,-4.30168,-2.17783,-2.51635,-3.45658,-2.62958,-3.26029,-4.30168,-0.697563,-0.421382,-1.11472,-1.09892,-1.28298,-1.18541,-2.13436,-1.25402,-1.6106,-2.44435,-1.7626,-2.64847,-1.95338,-2.88671,-2.75761,-2.2723,-2.75761,-3.00065,-3.45658,-3.82456,-4.30168,9.1628,73.616,8.903,0.962028207,1.866972216,0.949536373
62,socfb-Caltech36_network_62,-0.062446,-4.30168,-4.30168,-2.18441,-2.42087,-3.69962,-2.7702,-3.69962,-4.00065,-0.687839,-0.41836,-1.11444,-1.1187,-1.28674,-1.18707,-2.15555,-1.26386,-1.60972,-2.33789,-1.76765,-2.6889,-1.98781,-2.95926,-2.60271,-2.3826,-2.74538,-3.04641,-3.45658,-4.00065,-4.30168,9.2407,73.67,8.9758,0.965704871,1.86729067,0.953073167
63,socfb-Caltech36_network_63,-0.065649,-4.00065,-4.30168,-2.18774,-2.36718,-3.52353,-2.83928,-4.00065,-4.30168,-0.694226,-0.415529,-1.09512,-1.11079,-1.30692,-1.21107,-2.16814,-1.2595,-1.60445,-2.42662,-1.77664,-2.65823,-1.94185,-3.04641,-2.62958,-2.28465,-2.78317,-3.07123,-3.52353,-3.82456,-4.30168,9.1379,73.598,8.8802,0.960846401,1.866866013,0.948422747
64,socfb-Caltech36_network_64,-0.06615,-3.82456,-4.30168,-2.19788,-2.39859,-3.52353,-3.02293,-3.82456,-4.30168,-0.690914,-0.419384,-1.11219,-1.10001,-1.29138,-1.19109,-2.08949,-1.26745,-1.6106,-2.32855,-1.75514,-2.67843,-1.97127,-2.97946,-2.60271,-2.39859,-3.18774,-3.00065,-3.45658,-4.30168,-4.30168,9.1268,73.591,8.8697,0.960318534,1.866824704,0.947908931
65,socfb-Caltech36_network_65,-0.071135,-4.30168,-4.30168,-2.0842,-2.31045,-3.69962,-2.56132,-3.45658,-4.30168,-0.70289,-0.412547,-1.10883,-1.10911,-1.288,-1.19822,-2.11135,-1.27678,-1.62866,-2.39859,-1.80614,-2.69962,-1.94375,-3.12559,-2.58568,-2.40405,-2.71062,-2.95926,-3.45658,-4.00065,-4.30168,8.9662,73.474,8.7193,0.952608422,1.866133684,0.94048162
66,socfb-Caltech36_network_66,-0.067436,-3.39859,-4.00065,-2.07379,-2.34744,-3.34744,-2.66821,-3.69962,-4.00065,-0.691553,-0.415247,-1.13289,-1.10495,-1.28632,-1.20166,-2.12559,-1.26705,-1.63423,-2.42662,-1.77924,-2.71062,-1.92877,-3.07123,-2.66821,-2.34744,-2.79653,-3.18774,-3.60271,-3.69962,-4.30168,9.087,73.562,8.8323,0.958420528,1.866653528,0.946073812
67,socfb-Caltech36_network_67,-0.064831,-3.82456,-4.30168,-2.11135,-2.43245,-3.60271,-2.69962,-3.45658,-3.82456,-0.714082,-0.422012,-1.10856,-1.08262,-1.28927,-1.17718,-2.13142,-1.25014,-1.57823,-2.46283,-1.80614,-2.64847,-1.95143,-2.92147,-2.46917,-2.29308,-2.6889,-3.07123,-3.69962,-3.60271,-4.30168,9.1556,73.61,8.8962,0.96168681,1.866936818,0.949204538
68,socfb-Caltech36_network_68,-0.070296,-4.30168,-4.30168,-2.28884,-2.43836,-3.69962,-2.88671,-3.82456,-4.00065,-0.702453,-0.425868,-1.10468,-1.0879,-1.2834,-1.16212,-2.15246,-1.25675,-1.59667,-2.3332,-1.80753,-2.57741,-1.92147,-3.07123,-2.58568,-2.30168,-2.71062,-3.04641,-3.34744,-3.45658,-4.30168,8.9828,73.485,8.7348,0.95341173,1.866198699,0.941252965
69,socfb-Caltech36_network_69,-0.06821,-4.30168,-4.30168,-2.14634,-2.42662,-3.45658,-2.6889,-3.52353,-4.30168,-0.691447,-0.415359,-1.11079,-1.10138,-1.28969,-1.19143,-2.1618,-1.28969,-1.64463,-2.36216,-1.75514,-2.92147,-1.95926,-2.90374,-2.62958,-2.32855,-2.81032,-3.04641,-3.69962,-3.69962,-4.30168,9.0556,73.539,8.8032,0.956917231,1.86651772,0.944640569
70,socfb-Caltech36_network_70,-0.069337,-4.00065,-4.30168,-2.18774,-2.40405,-3.39859,-2.69962,-3.69962,-4.30168,-0.717124,-0.411987,-1.08472,-1.11023,-1.29393,-1.17231,-2.14031,-1.27678,-1.5807,-2.41519,-1.79114,-2.71062,-1.96522,-3.02293,-2.75761,-2.27638,-2.97946,-3.04641,-3.39859,-3.69962,-4.30168,8.9913,73.491,8.743,0.953822488,1.866234157,0.941660478
71,socfb-Caltech36_network_71,-0.069676,-4.30168,-4.30168,-2.32855,-2.48877,-3.60271,-2.81032,-3.69962,-3.82456,-0.704095,-0.415529,-1.09056,-1.10661,-1.29011,-1.18144,-2.12849,-1.24745,-1.62958,-2.43836,-1.78185,-2.7702,-1.96723,-2.93995,-2.55349,-2.3332,-2.90374,-2.97946,-3.45658,-4.00065,-4.30168,9.0154,73.51,8.7653,0.954985,1.866346423,0.942766785
72,socfb-Caltech36_network_72,-0.064536,-4.00065,-4.30168,-2.2225,-2.46283,-3.82456,-2.7219,-3.60271,-4.30168,-0.677399,-0.422298,-1.13792,-1.10772,-1.29096,-1.19042,-2.10856,-1.26786,-1.58819,-2.43245,-1.74417,-2.82456,-1.94185,-2.85452,-2.7219,-2.34264,-2.73348,-3.02293,-3.69962,-4.00065,-4.30168,9.1519,73.607,8.893,0.961511266,1.866919118,0.949048292
73,socfb-Caltech36_network_73,-0.067958,-3.60271,-4.30168,-2.17135,-2.36718,-3.52353,-2.82456,-3.52353,-4.30168,-0.716107,-0.41294,-1.0871,-1.08157,-1.28758,-1.21854,-2.2335,-1.27149,-1.59156,-2.38787,-1.75514,-2.71062,-1.95533,-2.83928,-2.62044,-2.3572,-2.78317,-2.95926,-3.52353,-4.00065,-4.30168,9.0545,73.538,8.8013,0.956864473,1.866511814,0.944546825
74,socfb-Caltech36_network_74,-0.06564,-3.60271,-4.30168,-2.10578,-2.30168,-3.39859,-2.79653,-3.52353,-4.30168,-0.682588,-0.41412,-1.12879,-1.10633,-1.28632,-1.20966,-2.10302,-1.29266,-1.62316,-2.58568,-1.7601,-2.83928,-1.98781,-2.88671,-2.62958,-2.34744,-2.78317,-3.04641,-3.69962,-4.00065,-4.30168,9.1252,73.589,8.8677,0.960242392,1.866812901,0.947810992
75,socfb-Caltech36_network_75,-0.063374,-3.39859,-4.30168,-2.09756,-2.39859,-3.69962,-2.66821,-3.82456,-4.30168,-0.697671,-0.420011,-1.11388,-1.09297,-1.29138,-1.19413,-2.08949,-1.26029,-1.6106,-2.38787,-1.7601,-2.67843,-1.97535,-3.07123,-2.62044,-2.39859,-2.95926,-3.07123,-3.45658,-3.69962,-4.30168,9.2003,73.641,8.9384,0.963801989,1.867119677,0.951259786
76,socfb-Caltech36_network_76,-0.067404,-3.34744,-4.00065,-2.18774,-2.36216,-3.60271,-2.82456,-3.82456,-4.30168,-0.702453,-0.422184,-1.11416,-1.06691,-1.30429,-1.18375,-2.1618,-1.2723,-1.60358,-2.36216,-1.76135,-2.78317,-1.95729,-3.00065,-2.56132,-2.29308,-2.7219,-2.85452,-3.52353,-3.69962,-4.30168,9.0386,73.524,8.7872,0.956101167,1.866429126,0.943850511
77,socfb-Caltech36_network_77,-0.068702,-3.30168,-4.30168,-2.23722,-2.48877,-3.34744,-2.7702,-4.30168,-4.00065,-0.703438,-0.423734,-1.09838,-1.10468,-1.30692,-1.17979,-2.13733,-1.2276,-1.60358,-2.3826,-1.72419,-2.4955,-2.00283,-3.04641,-2.55349,-2.33789,-2.65823,-3.09756,-3.39859,-3.69962,-4.30168,9.0161,73.509,8.7661,0.95501872,1.866340515,0.942806421
78,socfb-Caltech36_network_78,-0.065296,-3.69962,-3.82456,-2.10856,-2.37226,-3.52353,-2.90374,-3.82456,-4.30168,-0.684366,-0.413052,-1.12414,-1.10523,-1.27311,-1.22431,-2.15867,-1.28091,-1.63798,-2.42662,-1.80199,-2.67843,-1.9733,-3.04641,-2.69962,-2.26826,-2.74538,-3.00065,-3.60271,-3.82456,-4.30168,9.1977,73.643,8.9356,0.96367924,1.867131472,0.951123719
79,socfb-Caltech36_network_79,-0.073058,-4.30168,-4.30168,-2.2189,-2.38787,-3.45658,-2.83928,-3.82456,-4.30168,-0.712625,-0.41126,-1.11586,-1.09539,-1.28548,-1.20547,-2.18441,-1.24023,-1.6062,-2.33789,-1.79925,-2.71062,-1.96522,-2.7702,-2.56929,-2.30168,-2.74538,-3.02293,-3.26029,-3.60271,-4.30168,8.8967,73.421,8.655,0.949228946,1.865820295,0.937267072
80,socfb-Caltech36_network_80,-0.067897,-4.00065,-4.30168,-2.09756,-2.46917,-3.45658,-2.90374,-3.60271,-4.30168,-0.691447,-0.420125,-1.09405,-1.11898,-1.28927,-1.21037,-2.1227,-1.2309,-1.61684,-2.37226,-1.79789,-2.69962,-1.96522,-3.02293,-2.73348,-2.35229,-2.93995,-3.02293,-3.39859,-3.69962,-4.30168,9.0629,73.544,8.8098,0.957267188,1.866547247,0.944966049
81,socfb-Caltech36_network_81,-0.067041,-4.30168,-4.30168,-2.21532,-2.3826,-3.34744,-2.65823,-3.2225,-4.30168,-0.701253,-0.422241,-1.10744,-1.10578,-1.25053,-1.19856,-2.14031,-1.25636,-1.60011,-2.3572,-1.79114,-2.66821,-1.97127,-2.95926,-2.57741,-2.26029,-2.73348,-3.26029,-3.52353,-4.00065,-4.30168,9.0899,73.563,8.8349,0.958559105,1.866659432,0.946201638
82,socfb-Caltech36_network_82,-0.063747,-4.00065,-4.30168,-2.06363,-2.28884,-3.12559,-2.7219,-3.45658,-4.30168,-0.677502,-0.427837,-1.14453,-1.11275,-1.26545,-1.22395,-2.08949,-1.23872,-1.58152,-2.44435,-1.75637,-2.82456,-1.97535,-2.93995,-2.66821,-2.31045,-2.7702,-2.93995,-3.82456,-3.82456,-4.00065,9.2016,73.643,8.9391,0.96386335,1.867131472,0.951293796
83,socfb-Caltech36_network_83,-0.074385,-4.30168,-4.30168,-2.27638,-2.45658,-3.52353,-2.75761,-4.00065,-4.30168,-0.691873,-0.42121,-1.08896,-1.09756,-1.29736,-1.17458,-2.14031,-1.26987,-1.61504,-2.39859,-1.77534,-2.82456,-1.94757,-2.92147,-2.74538,-2.40405,-3.09756,-3.12559,-3.52353,-3.69962,-4.30168,8.8637,73.396,8.6237,0.947615049,1.865672392,0.93569364
84,socfb-Caltech36_network_84,-0.0695,-4.30168,-4.30168,-2.14939,-2.38787,-3.39859,-2.62958,-3.69962,-4.30168,-0.701907,-0.418417,-1.11416,-1.08552,-1.25871,-1.19651,-2.17135,-1.27597,-1.62958,-2.3774,-1.77405,-2.60271,-1.99205,-2.95926,-2.63892,-2.32855,-2.87032,-3.00065,-3.60271,-3.82456,-4.30168,9.0027,73.5,8.7536,0.954372778,1.866287339,0.942186697
85,socfb-Caltech36_network_85,-0.065829,-4.00065,-3.82456,-2.31941,-2.48877,-3.52353,-2.74538,-3.82456,-4.30168,-0.70906,-0.420239,-1.11614,-1.08763,-1.26745,-1.18674,-2.17135,-1.25285,-1.56768,-2.31491,-1.73465,-2.74538,-1.91607,-3.02293,-2.66821,-2.43836,-2.79653,-3.02293,-3.60271,-3.60271,-4.30168,9.1449,73.604,8.8857,0.961178961,1.866901417,0.948691646
86,socfb-Caltech36_network_86,-0.058535,-4.30168,-4.30168,-2.10856,-2.39859,-3.39859,-2.81032,-3.45658,-4.30168,-0.700055,-0.413164,-1.13942,-1.11529,-1.27884,-1.21746,-2.13733,-1.2276,-1.61504,-2.4955,-1.73114,-2.62044,-1.92693,-2.97946,-2.7219,-2.34744,-2.73348,-3.00065,-3.52353,-3.69962,-4.30168,9.3957,73.777,9.1204,0.972929142,1.867920991,0.960013886
87,socfb-Caltech36_network_87,-0.064977,-3.69962,-4.30168,-2.17458,-2.35229,-3.69962,-2.64847,-3.82456,-4.30168,-0.707067,-0.408363,-1.08923,-1.11529,-1.33695,-1.20547,-2.11135,-1.25441,-1.60358,-2.42662,-1.79383,-2.61148,-1.95143,-2.92147,-2.64847,-2.33789,-2.83928,-3.00065,-3.52353,-4.00065,-4.30168,9.1666,73.619,8.9071,0.962208281,1.866989914,0.949736328
88,socfb-Caltech36_network_88,-0.06997,-4.30168,-4.30168,-2.18774,-2.40405,-3.82456,-2.71062,-3.34744,-4.00065,-0.704754,-0.41059,-1.11927,-1.08816,-1.29436,-1.20547,-2.0842,-1.26029,-1.62316,-2.56132,-1.73701,-2.75761,-1.99633,-2.92147,-2.63892,-2.3932,-2.83928,-3.09756,-3.30168,-4.30168,-4.30168,9.0003,73.499,8.7513,0.954256986,1.86628143,0.942072572
89,socfb-Caltech36_network_89,-0.060799,-3.60271,-4.30168,-2.11416,-2.53083,-3.45658,-2.75761,-4.00065,-4.30168,-0.689533,-0.418417,-1.15339,-1.09729,-1.27068,-1.20547,-2.19447,-1.2486,-1.60883,-2.2723,-1.79925,-2.81032,-1.9495,-2.82456,-2.42087,-2.33789,-2.67843,-3.02293,-4.00065,-3.60271,-4.30168,9.3142,73.721,9.0449,0.969145559,1.867591218,0.95640377
90,socfb-Caltech36_network_90,-0.074671,-4.30168,-4.30168,-2.23722,-2.42662,-3.69962,-2.74538,-3.82456,-4.00065,-0.698428,-0.408474,-1.10744,-1.108,-1.2727,-1.19278,-2.14939,-1.28758,-1.60795,-2.48214,-1.80199,-2.81032,-1.98153,-3.09756,-2.6889,-2.3774,-2.88671,-3.02293,-4.00065,-4.30168,-4.30168,8.8513,73.386,8.6121,0.947007061,1.865613217,0.935109064
91,socfb-Caltech36_network_91,-0.076369,-4.30168,-4.30168,-2.24478,-2.42087,-3.45658,-2.79653,-3.52353,-4.30168,-0.695085,-0.408808,-1.0842,-1.13142,-1.28632,-1.20373,-2.1618,-1.26786,-1.62316,-2.42087,-1.80892,-2.7219,-1.98362,-3.12559,-2.67843,-2.43245,-2.78317,-3.09756,-3.60271,-4.00065,-4.30168,8.808,73.354,8.5712,0.944877306,1.865423801,0.933041629
92,socfb-Caltech36_network_92,-0.063217,-4.00065,-4.30168,-2.30168,-2.50929,-3.45658,-2.63892,-3.52353,-4.30168,-0.704974,-0.410088,-1.12879,-1.09163,-1.25597,-1.2171,-2.12849,-1.28548,-1.58987,-2.33789,-1.7478,-2.79653,-1.97946,-2.93995,-2.61148,-2.3572,-2.64847,-3.07123,-3.52353,-4.00065,-4.00065,9.2053,73.645,8.9425,0.964037947,1.867143267,0.951458949
93,socfb-Caltech36_network_93,-0.068488,-4.30168,-4.30168,-2.17135,-2.53083,-3.45658,-2.6889,-3.52353,-4.30168,-0.705854,-0.408752,-1.12733,-1.12328,-1.29181,-1.20931,-2.14634,-1.23573,-1.61326,-2.40959,-1.74417,-2.69962,-1.90201,-3.07123,-2.56929,-2.31941,-2.81032,-3.07123,-3.2225,-3.52353,-4.30168,9.0447,73.531,8.7927,0.956394166,1.866470472,0.944122256
94,socfb-Caltech36_network_94,-0.064851,-3.82456,-4.30168,-2.23722,-2.36216,-3.39859,-2.75761,-3.2225,-4.30168,-0.688051,-0.424425,-1.11444,-1.11614,-1.28507,-1.20166,-2.07379,-1.26147,-1.58735,-2.36718,-1.76386,-2.62044,-1.87517,-2.92147,-2.67843,-2.31941,-2.81032,-3.2225,-3.26029,-3.69962,-4.30168,9.1098,73.575,8.8532,0.959508842,1.866730271,0.947100275
95,socfb-Caltech36_network_95,-0.071014,-4.30168,-4.30168,-2.21532,-2.46917,-3.45658,-2.7219,-3.45658,-4.30168,-0.698645,-0.414232,-1.12443,-1.11023,-1.26545,-1.18707,-2.12849,-1.24937,-1.67125,-2.42662,-1.78054,-2.62958,-1.90374,-3.00065,-2.66821,-2.36718,-2.85452,-3.12559,-3.45658,-3.69962,-4.30168,8.9733,73.479,8.726,0.952952188,1.866163237,0.940815209
96,socfb-Caltech36_network_96,-0.075601,-4.30168,-4.30168,-2.19788,-2.52353,-3.30168,-2.79653,-3.82456,-4.30168,-0.695407,-0.408086,-1.07534,-1.11388,-1.28256,-1.21037,-2.12849,-1.28132,-1.65922,-2.56929,-1.80062,-2.81032,-1.99633,-3.02293,-2.65823,-2.38787,-2.95926,-3.39859,-3.45658,-4.00065,-4.30168,8.8362,73.376,8.5978,0.946265537,1.865554033,0.934387338
97,socfb-Caltech36_network_97,-0.068711,-4.00065,-4.00065,-2.17135,-2.37226,-3.82456,-2.71062,-3.45658,-3.82456,-0.708838,-0.416659,-1.09083,-1.10744,-1.28423,-1.202,-2.19788,-1.2444,-1.58987,-2.38787,-1.75391,-2.79653,-2.00065,-3.02293,-2.64847,-2.31941,-2.82456,-2.95926,-3.30168,-3.82456,-4.30168,9.0435,73.53,8.7914,0.956336543,1.866464566,0.94405804
98,socfb-Caltech36_network_98,-0.069776,-4.30168,-4.30168,-2.18441,-2.39859,-3.34744,-2.65823,-3.39859,-4.30168,-0.692514,-0.41984,-1.07922,-1.10967,-1.30692,-1.19177,-2.10028,-1.2595,-1.63987,-2.45658,-1.82167,-2.73348,-1.92877,-3.04641,-2.64847,-2.3572,-2.97946,-2.97946,-3.39859,-3.82456,-4.30168,8.9854,73.487,8.7377,0.953537415,1.866210518,0.94139713
99,socfb-Caltech36_network_99,-0.067905,-4.30168,-4.30168,-2.2225,-2.46283,-3.60271,-2.6889,-3.82456,-4.30168,-0.701471,-0.41294,-1.11756,-1.10247,-1.2727,-1.21037,-2.05617,-1.25208,-1.62958,-2.40959,-1.80062,-2.71062,-1.95533,-2.82456,-2.62958,-2.31491,-2.73348,-3.18774,-3.69962,-4.30168,-4.30168,9.109,73.58,8.8526,0.959470702,1.866759783,0.947070841
100,socfb-Caltech36_network_100,-0.070606,-3.60271,-4.00065,-2.11699,-2.31045,-3.04641,-2.59411,-3.52353,-4.00065,-0.678018,-0.419043,-1.14787,-1.13348,-1.26425,-1.19685,-2.09756,-1.27678,-1.65235,-2.3932,-1.76893,-2.65823,-1.91075,-3.00065,-2.73348,-2.33789,-2.74538,-3.02293,-3.26029,-3.60271,-4.30168,8.9873,73.489,8.7392,0.953629239,1.866222338,0.941471678
101,socfb-Caltech36_network_101,-0.07316,-4.30168,-4.30168,-2.12849,-2.46917,-3.60271,-2.62044,-3.39859,-4.30168,-0.712737,-0.411148,-1.08341,-1.12879,-1.29693,-1.21354,-2.0842,-1.22686,-1.62225,-2.30605,-1.80062,-2.61148,-1.96723,-3.18774,-2.7219,-2.39859,-2.64847,-3.07123,-3.39859,-3.69962,-4.30168,8.9254,73.444,8.6813,0.950627689,1.865956322,0.938584764
102,socfb-Caltech36_network_102,-0.064901,-3.69962,-4.30168,-2.3332,-2.46917,-4.00065,-2.88671,-3.60271,-4.30168,-0.671253,-0.415642,-1.15773,-1.08604,-1.26425,-1.23685,-2.13733,-1.28256,-1.59582,-2.3774,-1.78449,-2.73348,-1.93061,-2.95926,-2.6889,-2.37226,-2.92147,-3.07123,-3.52353,-4.30168,-4.30168,9.1772,73.627,8.9167,0.962710196,1.867037105,0.950204155
103,socfb-Caltech36_network_103,-0.056545,-4.00065,-4.30168,-2.08157,-2.24098,-3.07123,-2.62958,-3.60271,-4.30168,-0.702781,-0.434155,-1.07741,-1.09919,-1.30081,-1.17425,-2.20131,-1.26266,-1.56053,-2.31941,-1.77405,-2.78317,-1.93995,-2.93995,-2.57741,-2.26826,-2.69962,-3.02293,-3.52353,-3.69962,-4.30168,9.4584,73.818,9.1782,0.975817677,1.868162274,0.962757517
104,socfb-Caltech36_network_104,-0.060781,-4.30168,-4.30168,-2.01838,-2.2723,-3.2225,-2.61148,-3.45658,-4.30168,-0.708284,-0.416546,-1.06792,-1.12012,-1.27556,-1.21142,-2.1618,-1.27515,-1.61954,-2.41519,-1.77534,-2.74538,-2.00721,-2.85452,-2.87032,-2.34264,-2.75761,-3.04641,-3.39859,-4.00065,-4.30168,9.3246,73.729,9.055,0.969630211,1.867638344,0.956888455
105,socfb-Caltech36_network_105,-0.07156,-4.00065,-4.30168,-2.16496,-2.37226,-3.45658,-2.78317,-3.69962,-4.30168,-0.709393,-0.408474,-1.09217,-1.09083,-1.28927,-1.19754,-2.19109,-1.27149,-1.65724,-2.46917,-1.7898,-2.87032,-1.94185,-2.97946,-2.67843,-2.45042,-2.79653,-3.00065,-3.60271,-4.30168,-4.30168,8.9907,73.494,8.7424,0.953793506,1.866251885,0.941630673
106,socfb-Caltech36_network_106,-0.065399,-3.82456,-4.30168,-2.19109,-2.46917,-3.52353,-2.73348,-3.30168,-4.00065,-0.689321,-0.410478,-1.13377,-1.12966,-1.28632,-1.19143,-2.0842,-1.25558,-1.61954,-2.55349,-1.80199,-2.69962,-1.96124,-2.87032,-2.56132,-2.3826,-2.83928,-3.00065,-3.69962,-3.82456,-4.30168,9.1559,73.611,8.8967,0.961701041,1.866942718,0.949228946
107,socfb-Caltech36_network_107,-0.064255,-4.30168,-4.30168,-2.10302,-2.31491,-3.45658,-2.53083,-3.69962,-4.30168,-0.693797,-0.424194,-1.13201,-1.10744,-1.25911,-1.17881,-2.04883,-1.29564,-1.58401,-2.42662,-1.7478,-2.88671,-1.92693,-3.15555,-2.63892,-2.24098,-2.87032,-3.26029,-3.82456,-3.52353,-4.30168,9.1725,73.622,8.9122,0.96248772,1.867007611,0.949984924
108,socfb-Caltech36_network_108,-0.060064,-3.82456,-4.30168,-2.1618,-2.32396,-3.34744,-2.74538,-3.69962,-4.30168,-0.688579,-0.417963,-1.11813,-1.10772,-1.29908,-1.19413,-2.12559,-1.25714,-1.64272,-2.35229,-1.80614,-2.7219,-1.9495,-2.93995,-2.64847,-2.31941,-2.7219,-3.02293,-3.34744,-3.82456,-4.30168,9.3194,73.724,9.0494,0.969387953,1.86760889,0.956619785
109,socfb-Caltech36_network_109,-0.064202,-4.00065,-4.30168,-2.27638,-2.52353,-3.52353,-2.79653,-3.45658,-4.30168,-0.681545,-0.414965,-1.13142,-1.10744,-1.2723,-1.22033,-2.10302,-1.27515,-1.58987,-2.45658,-1.75886,-2.71062,-1.94375,-3.00065,-2.79653,-2.31491,-2.90374,-3.07123,-3.60271,-4.00065,-4.30168,9.1896,73.635,8.9285,0.963296608,1.867084291,0.950778503
110,socfb-Caltech36_network_110,-0.071747,-3.52353,-4.30168,-2.05864,-2.3572,-3.39859,-2.88671,-3.52353,-4.30168,-0.726031,-0.424655,-1.06288,-1.09459,-1.28632,-1.16974,-2.19109,-1.27392,-1.54126,-2.34264,-1.7601,-2.71062,-1.9774,-3.04641,-2.60271,-2.39859,-2.7219,-2.87032,-3.52353,-3.60271,-4.00065,8.9627,73.472,8.7161,0.95243886,1.866121862,0.940322204
111,socfb-Caltech36_network_111,-0.066956,-3.34744,-4.30168,-2.08684,-2.45042,-3.39859,-2.65823,-3.60271,-4.30168,-0.707952,-0.414345,-1.13289,-1.10247,-1.26545,-1.17947,-2.10302,-1.27311,-1.59753,-2.34264,-1.7898,-2.78317,-1.98153,-2.74538,-2.56132,-2.42087,-2.7702,-3.09756,-3.34744,-4.30168,-4.00065,9.0855,73.56,8.831,0.958348833,1.866641721,0.946009885
112,socfb-Caltech36_network_112,-0.06011,-3.18774,-3.69962,-2.3332,-2.56929,-3.82456,-2.87032,-3.69962,-4.30168,-0.71229,-0.412772,-1.10772,-1.09729,-1.26665,-1.21675,-2.14332,-1.23054,-1.62499,-2.40405,-1.73939,-2.71062,-1.92147,-2.97946,-2.58568,-2.36216,-2.78317,-3.07123,-3.69962,-3.69962,-4.30168,9.3105,73.718,9.0412,0.968973004,1.867573544,0.956226076
113,socfb-Caltech36_network_113,-0.060735,-3.52353,-4.30168,-2.19109,-2.47561,-3.12559,-2.64847,-3.45658,-4.30168,-0.6851,-0.420011,-1.10689,-1.12908,-1.28091,-1.19008,-2.16496,-1.26187,-1.62407,-2.40405,-1.75761,-2.90374,-1.93061,-2.90374,-2.78317,-2.29736,-2.79653,-3.2225,-3.45658,-3.82456,-4.30168,9.3111,73.719,9.0413,0.969000991,1.867579435,0.95623088
114,socfb-Caltech36_network_114,-0.068267,-3.82456,-4.30168,-2.15867,-2.41519,-3.52353,-2.81032,-3.60271,-4.30168,-0.694333,-0.411484,-1.10967,-1.10717,-1.29822,-1.20512,-2.08949,-1.27474,-1.65823,-2.41519,-1.78713,-2.66821,-1.91966,-3.26029,-2.63892,-2.30605,-2.71062,-3.09756,-3.52353,-4.30168,-4.30168,9.029,73.518,8.7784,0.955639653,1.866393684,0.943415366
115,socfb-Caltech36_network_115,-0.059553,-3.34744,-4.00065,-2.13733,-2.36216,-3.45658,-2.6889,-3.52353,-4.00065,-0.720073,-0.419156,-1.08315,-1.09621,-1.28884,-1.17718,-2.18111,-1.23872,-1.60358,-2.50234,-1.78581,-2.7702,-1.91787,-2.97946,-2.64847,-2.3572,-2.79653,-3.2225,-3.39859,-4.00065,-4.30168,9.3124,73.718,9.0426,0.969061622,1.867573544,0.95629332
116,socfb-Caltech36_network_116,-0.069056,-4.30168,-4.30168,-2.13733,-2.4955,-3.26029,-2.69962,-3.60271,-4.30168,-0.697347,-0.420867,-1.09539,-1.09838,-1.27474,-1.18474,-2.13142,-1.25832,-1.62135,-2.45042,-1.80199,-2.7219,-2.00065,-3.04641,-2.66821,-2.3932,-2.81032,-3.04641,-3.34744,-3.69962,-4.30168,9.0145,73.508,8.7646,0.954941643,1.866334607,0.9427321
117,socfb-Caltech36_network_117,-0.06445,-4.30168,-4.30168,-2.25246,-2.55349,-3.69962,-3.02293,-3.60271,-4.00065,-0.703328,-0.426388,-1.0919,-1.08472,-1.27761,-1.18276,-2.10856,-1.23948,-1.61148,-2.3932,-1.73465,-2.83928,-1.95729,-2.87032,-2.54581,-2.36718,-2.93995,-3.02293,-3.60271,-4.30168,-4.30168,9.1568,73.61,8.8978,0.961743729,1.866936818,0.94928264
118,socfb-Caltech36_network_118,-0.070264,-4.30168,-4.30168,-2.2298,-2.53825,-3.69962,-2.82456,-3.34744,-4.30168,-0.704534,-0.41519,-1.1136,-1.09947,-1.27027,-1.19447,-2.1227,-1.28091,-1.58568,-2.3774,-1.73465,-2.65823,-1.95143,-2.93995,-2.66821,-2.3332,-2.81032,-2.97946,-3.39859,-4.00065,-4.30168,8.9849,73.487,8.7371,0.953513248,1.866210518,0.941367306
119,socfb-Caltech36_network_119,-0.082686,-3.69962,-4.30168,-2.12849,-2.31941,-3.60271,-2.75761,-3.82456,-4.30168,-0.683214,-0.420011,-1.08923,-1.11614,-1.30605,-1.20477,-2.11699,-1.27556,-1.61237,-2.3826,-1.77276,-2.64847,-2.04641,-2.95926,-2.62958,-2.42662,-2.7702,-2.93995,-3.45658,-3.69962,-4.30168,8.631,73.213,8.4058,0.936061117,1.864588203,0.924579053
